"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094728","1944-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","0.9","0","0.9",",0","12",",0","8",",0","1",",0","1",",0","1",",0","0",",0","4",",0","0",",0","3",",0","0",",0","","","","","19440406",",,0","19440405",",,0","19440405",",,0","","","19440424",",,0","19440430",",,0","-3.3",",0,06,","152",",,0,05,","165",",,0,05,","43.4",",,0,24,","26.7",",0,30,","","","2865.7","0","270.0",",0","120.8",",,,0","","","","","","","","","165",",,,0","9.36",",0","13.94",",,,0","4.78",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1944-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","71.0","0","70.1",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","","","","","19440508",",,0","19440531","+,,0","19440531","+,,0","","","19440507",",,0","19440531",",,0","8.3",",0,08,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,07,","33.3",",0,31,","","","2901.6","0","35.9",",0","30.0",",,,0","","","","","","","","","0",",,,0","19.44",",0","24.77",",,,0","14.11",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1944-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","201.1","0","130.1",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","5",",0","","","","","19440605",",,0","19440630","+,,0","19440630","+,,0","","","19440610",",,0","19440629","+,,0","10.0",",0,05,","0",",,0,30,+","0",",,0,30,+","29.7",",,0,10,","33.9",",0,29,+","","","2910.5","0","8.9",",0","85.1",",,,0","","","","","","","","","0",",,,0","22.37",",0","27.41",",,,0","17.34",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1944-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","448.7","0","247.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","19440722",",,0","19440731","+,,0","19440731","+,,0","","","19440727",",,0","19440725","+,,0","16.1",",0,22,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,27,","34.4",",0,25,+","","","0.0","0","0.0",",0","46.5",",,,0","","","","","","","","","0",",,,0","26.32",",0","31.78",",,,0","20.85",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1944-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","669.0","0","220.3",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","19440825",",,0","19440831","+,,0","19440831","+,,0","","","19440816",",,0","19440811",",,0","13.3",",0,25,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,16,","38.9",",0,11,","","","0.0","0","0.0",",0","46.8",",,,0","","","","","","","","","0",",,,0","25.44",",0","31.09",",,,0","19.79",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1944-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","768.4","0","99.4",",0","6",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","","","","","19440930","+,,0","19440930","+,,0","19440930","+,,0","","","19440913",",,0","19440902",",,0","10.0",",0,30,+","0",",,0,30,+","0",",,0,30,+","100.1",",,0,13,","36.1",",0,02,","","","15.6","0","15.6",",0","261.7",",,,0","","","","","","","","","0",",,,0","21.13",",0","25.44",",,,0","16.81",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1944-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","779.3","0","10.9",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","","","19441028",",,0","19441031","+,,0","19441027",",,0","","","19441020",",,0","19441007",",,0","2.2",",0,28,","0",",,0,31,+","0",",T,0,27,","22.4",",,0,20,","31.1",",0,07,","","","163.7","0","148.1",",0","59.1",",,,0","","","","","","","","","0",",T,,0","13.91",",0","18.59",",,,0","9.22",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1944-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","779.3","0","0.0",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","","","","","19441126",",,0","19441130","+,,0","19441130","+,,0","","","19441127",",,0","19441103","+,,0","-1.7",",0,26,","0",",,0,30,+","0",",T,0,30,+","42.4",",,0,27,","20.6",",0,03,+","","","481.0","0","317.3",",0","151.5",",,,0","","","","","","","","","0",",T,,0","7.76",",0","11.33",",,,0","4.18",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1944-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","779.3","0","0.0",",0","9",",0","6",",0","0",",0","9",",0","2",",0","0",",0","23",",0","7",",0","0",",0","0",",0","","","","","19441222",",,0","19441227","+,,0","19441227",",,0","","","19441227",",,0","19441208",",,0","-11.1",",0,22,","76",",,0,27,+","89",",,0,27,","20.6",",,0,27,","11.7",",0,08,","","","1043.6","0","562.6",",0","65.3",",,,0","","","","","","","","","170",",,,0","0.18",",0","3.48",",,,0","-3.12",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","6",",0","0",",0","24",",0","3",",0","0",",0","30",",0","15",",0","0",",0","0",",0","","","","","19450125",",,0","19450118","+,,0","19450116",",,0","","","19450116",",,0","19450101",",,0","-16.7",",0,25,","203",",,0,18,+","170",",,0,16,","19.6",",,0,16,","12.8",",0,01,","","","1729.2","0","685.6",",0","57.1",",,,0","","","","","","","","","313",",,,0","-3.78",",0","0.28",",,,0","-7.85",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","9",",0","0",",0","15",",0","4",",0","0",",0","22",",0","5",",0","0",",0","0",",0","","","","","19450201",",,0","19450209","+,,0","19450208",",,0","","","19450226",",,0","19450227",",,0","-9.4",",0,01,","102",",,0,09,+","71",",,0,08,","20.6",",,0,26,","14.4",",0,27,","","","2213.0","0","483.8",",0","74.5",",,,0","","","","","","","","","206",",,,0","1.06",",0","4.79",",,,0","-2.68",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","10.5","0","10.5",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","7",",0","0",",0","","","","","19450308",",,0","19450331","+,,0","19450322","+,,0","","","19450306",",,0","19450329",",,0","-3.3",",0,08,","0",",,0,31,+","0",",T,0,22,+","23.9",",,0,06,","30.0",",0,29,","","","2463.2","0","250.2",",0","56.7",",,,0","","","","","","","","","0",",T,,0","10.60",",0","15.59",",,,0","5.61",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","16.6","0","6.1",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","19450406",",,0","19450430","+,,0","19450430","+,,0","","","19450425",",,0","19450414",",,0","1.7",",0,06,","0",",,0,30,+","0",",,0,30,+","42.7",",,0,25,","28.3",",0,14,","","","2626.5","0","163.3",",0","93.0",",,,0","","","","","","","","","0",",,,0","13.09",",0","18.02",",,,0","8.17",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","26.9","0","10.3",",0","15",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","19450511","+,,0","19450531","+,,0","19450531","+,,0","","","19450510",",,0","19450522",",,0","5.0",",0,11,+","0",",,0,31,+","0",",,0,31,+","32.0",",,0,10,","28.9",",0,22,","","","2736.8","0","110.3",",0","135.7",",,,0","","","","","","","","","0",",,,0","15.11",",0","19.87",",,,0","10.34",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","167.3","0","140.4",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","8",",0","","","","","19450601",",,0","19450630","+,,0","19450630","+,,0","","","19450619",",,0","19450630",",,0","6.7",",0,01,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,19,","36.1",",0,30,","","","2779.7","0","42.9",",0","102.1",",,,0","","","","","","","","","0",",,,0","21.58",",0","26.43",",,,0","16.73",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","331.8","0","164.5",",0","16",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","19450712",",,0","19450731","+,,0","19450731","+,,0","","","19450717",",,0","19450701",",,0","14.4",",0,12,","0",",,0,31,+","0",",,0,31,+","33.5",",,0,17,","35.6",",0,01,","","","0.0","0","0.0",",0","131.0",",,,0","","","","","","","","","0",",,,0","23.64",",0","27.61",",,,0","19.67",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","482.5","0","150.7",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","","","","","19450824",",,0","19450831","+,,0","19450831","+,,0","","","19450806",",,0","19450830","+,,0","11.7",",0,24,","0",",,0,31,+","0",",,0,31,+","33.8",",,0,06,","33.9",",0,30,+","","","6.4","0","6.4",",0","69.9",",,,0","","","","","","","","","0",",,,0","22.99",",0","27.82",",,,0","18.15",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","593.2","0","110.7",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","","","19450930",",,0","19450930","+,,0","19450930","+,,0","","","19450914",",,0","19450908",",,0","6.7",",0,30,","0",",,0,30,+","0",",,0,30,+","78.7",",,0,14,","32.8",",0,08,","","","28.6","0","22.2",",0","139.6",",,,0","","","","","","","","","0",",,,0","21.28",",0","25.67",",,,0","16.90",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","597.1","0","3.9",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","","","19451004",",,0","19451031","+,,0","19451031","+,,0","","","19451025",",,0","19451019",",,0","3.3",",0,04,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,25,","26.7",",0,19,","","","184.4","0","155.8",",0","51.6",",,,0","","","","","","","","","0",",,,0","13.43",",0","17.98",",,,0","8.89",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","598.2","0","1.1",",0","14",",0","8",",0","0",",0","1",",0","2",",0","0",",0","6",",0","1",",0","2",",0","0",",0","","","","","19451124",",,0","19451130",",,Z","19451130",",,0","","","19451128",",,0","19451109","+,,0","-3.9",",0,24,","76",",,Z,30,","64",",,0,30,","20.8",",,0,28,","22.2",",0,09,+","","","476.0","0","291.6",",0","115.9",",,,0","","","","","","","","","94",",,,0","8.65",",0","12.46",",,,0","4.84",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1945-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","598.2","0","0.0",",0","13",",0","8",",0","2",",0","16",",0","3",",0","0",",0","24",",0","11",",0","0",",0","0",",0","","","","","19451223",",,0","19451219",",,0","19451219",",,0","","","19451225",",,0","19451208",",,0","-12.2",",0,23,","254",",,0,19,","203",",,0,19,","32.0",",,0,25,","12.2",",0,08,","","","1061.9","0","585.9",",0","115.8",",,,0","","","","","","","","","397",",,,0","-0.57",",0","2.53",",,,0","-3.66",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","5",",0","0",",0","3",",0","2",",0","0",",0","22",",0","7",",0","0",",0","0",",0","","","","","19460120",",,0","19460125","+,,0","19460124",",,0","","","19460130",",,0","19460107","+,,0","-15.0",",0,20,","25",",,0,25,+","46",",,0,24,","17.5",",,0,30,","16.7",",0,07,+","","","1593.8","0","531.9",",0","47.2",",,,0","","","","","","","","","107",",,,0","1.17",",0","5.11",",,,0","-2.76",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","5",",0","0",",0","8",",0","2",",0","0",",0","24",",0","5",",0","0",",0","0",",0","","","","","19460204",",,0","19460221","+,,0","19460219",",,0","","","19460219",",,0","19460214",",,0","-11.1",",0,04,","178",",,0,21,+","140",",,0,19,","14.2",",,0,19,","17.2",",0,14,","","","2112.3","0","518.5",",0","44.8",",,,0","","","","","","","","","202",",,,0","-0.18",",0","3.94",",,,0","-4.30",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","2.5","0","2.5",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","6",",0","0",",0","","","","","19460301",",,0","19460331","+,,0","19460318","+,,0","","","19460315",",,0","19460328",",,0","-3.3",",0,01,","0",",,0,31,+","0",",T,0,18,+","30.7",",,0,15,","26.1",",0,28,","","","2376.4","0","264.1",",0","81.6",",,,0","","","","","","","","","0",",T,,0","9.90",",0","14.94",",,,0","4.85",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","2.5","0","0.0",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","","","19460411",",,0","19460430","+,,0","19460408","+,,0","","","19460402",",,0","19460423",",,0","1.1",",0,11,","0",",,0,30,+","0",",T,0,08,+","10.2",",,0,02,","25.6",",0,23,","","","2619.8","0","243.4",",0","36.5",",,,0","","","","","","","","","0",",T,,0","10.22",",0","15.17",",,,0","5.27",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","23.7","0","21.2",",0","13",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","19460508",",,0","19460531","+,,0","19460504",",,0","","","19460527",",,0","19460530",",,0","6.1",",0,08,","0",",,0,31,+","0",",T,0,04,","53.1",",,0,27,","30.6",",0,30,","","","2693.9","0","74.1",",0","172.8",",,,0","","","","","","","","","0",",T,,0","16.63",",0","21.74",",,,0","11.51",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","124.1","0","100.4",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","4",",0","","","","","19460603",",,0","19460630","+,,0","19460630","+,,0","","","19460602",",,0","19460627","+,,0","8.3",",0,03,","0",",,0,30,+","0",",,0,30,+","56.9",",,0,02,","32.8",",0,27,+","","","2716.1","0","22.2",",0","85.3",",,,0","","","","","","","","","0",",,,0","20.94",",0","26.19",",,,0","15.69",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","303.5","0","179.4",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","19460716",",,0","19460731","+,,0","19460731","+,,0","","","19460723",",,0","19460720",",,0","13.3",",0,16,","0",",,0,31,+","0",",,0,31,+","53.8",",,0,23,","34.4",",0,20,","","","0.0","0","0.0",",0","129.9",",,,0","","","","","","","","","0",",,,0","24.12",",0","28.94",",,,0","19.30",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","407.6","0","104.1",",0","11",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","19460830",",,0","19460831","+,,0","19460831","+,,0","","","19460803",",,0","19460809",",,0","11.7",",0,30,","0",",,0,31,+","0",",,0,31,+","68.8",",,0,03,","31.7",",0,09,","","","1.9","0","1.9",",0","169.8",",,,0","","","","","","","","","0",",,,0","21.63",",0","26.08",",,,0","17.17",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-09","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","496.7","0","89.1",",0","5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","","","19460930",",,0","19460930","+,,0","19460930","+,,0","","","19460924",",,0","19460919",",,0","8.3",",0,30,","0",",,0,30,+","0",",,0,30,+","33.8",",,0,24,","32.2",",0,19,","","","11.3","0","9.4",",0","102.1",",,,0","","","","","","","","","0",",,,0","20.99",",0","25.98",",,,0","15.99",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-10","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","521.6","0","24.9",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","19461022","+,,0","19461031","+,,0","19461031","+,,0","","","19461012",",,0","19461006",",,0","7.2",",0,22,+","0",",,0,31,+","0",",,0,31,+","9.7",",,0,12,","30.6",",0,06,","","","92.9","0","81.6",",0","21.6",",,,0","","","","","","","","","0",",,,0","16.50",",0","21.40",",,,0","11.61",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-11","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","521.6","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","1",",0","0",",0","","","","","19461124",",,0","19461130","+,,0","19461130","+,,0","","","19461122",",,0","19461104",",,0","-1.1",",0,24,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,22,","21.7",",0,04,","","","335.8","0","242.9",",0","42.1",",,,0","","","","","","","","","0",",,,0","10.24",",0","14.21",",,,0","6.26",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1946-12","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","521.6","0","0.0",",0","6",",0","3",",0","0",",0","1",",0","1",",0","0",",0","16",",0","3",",0","1",",0","0",",0","","","","","19461231","+,,0","19461220",",,0","19461220",",,0","","","19461221",",,0","19461210",",,0","-8.9",",0,31,+","25",",,0,20,","33",",,0,20,","22.4",",,0,21,","21.1",",0,10,","","","799.1","0","463.3",",0","40.9",",,,0","","","","","","","","","33",",,,0","3.39",",0","7.40",",,,0","-0.63",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1947-01","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","8",",0","0",",0","6",",0","2",",0","0",",0","18",",0","3",",0","0",",0","0",",0","","","","","19470122",",,0","19470101",",,0","19470101",",,0","","","19470120",",,0","19470131","+,,0","-11.1",",0,22,","102",",,0,01,","102",",,0,01,","23.6",",,0,20,","17.2",",0,31,+","","","1279.2","0","480.1",",0","69.6",",,,0","","","","","","","","","140",",,,0","2.85",",0","6.70",",,,0","-1.01",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1947-02","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","4",",0","0",",0","19",",0","4",",0","0",",0","26",",0","7",",0","0",",0","0",",0","","","","","19470205",",,0","19470221",",,Z","19470221",",,0","","","19470204",",,0","19470204",",,0","-13.9",",0,05,","279",",,Z,21,","165",",,0,21,","18.5",",,0,04,","10.0",",0,04,","","","1835.3","0","556.1",",0","56.9",",,,0","","","","","","","","","450",",,,0","-1.53",",0","2.50",",,,0","-5.55",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1947-03","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","7",",0","1",",0","3",",Z","2",",Z","0",",0","20",",0","0",",0","0",",0","0",",0","","","","","19470326",",,0","19470303","+,,Z","19470302",",,Z","","","19470302",",,0","19470314",",,0","-6.1",",0,26,","51",",,Z,03,+","76",",,Z,02,","25.4",",,0,02,","17.2",",0,14,","","","2303.9","0","468.6",",0","58.4",",,,0","","","","","","","","","154",",,,Z","3.22",",0","6.86",",,,0","-0.43",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1947-04","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","2.2","0","2.2",",0","11",",Z","7",",Z","2",",Z","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","19470422",",,0","19470430","+,,0","19470421",",,0","","","19470405",",,Z","19470406",",,0","0.6",",0,22,","0",",,0,30,+","0",",T,0,21,","49.5",",,Z,05,","26.1",",0,06,","","","2548.7","0","244.8",",0","129.2",",,,Z","","","","","","","","","0",",T,,0","10.25",",0","15.01",",,,0","5.48",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1947-05","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","27.8","0","25.6",",0","16",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","19470509",",,0","19470531","+,,0","19470531","+,,0","","","19470529",",,0","19470513",",,0","1.7",",0,09,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,29,","30.0",",0,13,","","","2661.5","0","112.8",",0","108.0",",,,0","","","","","","","","","0",",,,0","15.52",",0","20.63",",,,0","10.40",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1947-06","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","101.9","0","74.1",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","","","","","19470608",",,0","19470630","+,,0","19470630","+,,0","","","19470614",",,0","19470612",",,0","11.1",",0,08,","0",",,0,30,+","0",",,0,30,+","17.3",",,0,14,","32.2",",0,12,","","","2679.0","0","17.5",",0","87.4",",,,0","","","","","","","","","0",",,,0","20.22",",0","25.15",",,,0","15.28",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1947-07","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","282.7","0","180.8",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","19470703",",,0","19470731","+,,0","19470731","+,,0","","","19470708",",,0","19470730",",,0","15.6",",0,03,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,08,","34.4",",0,30,","","","0.0","0","0.0",",0","69.2",",,,0","","","","","","","","","0",",,,0","24.16",",0","28.51",",,,0","19.82",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00094728","1947-08","40.77898","-73.96925","42.7","NY CITY CENTRAL PARK, NY US","","","","","","","","","","","470.8","0","188.1",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","","","19470802",",,0","19470831","+,,0","19470831","+,,0","","","19470816",",,0","19470815","+,,0","15.6",",0,02,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,16,","35.0",",0,15,+","","","0.0","0","0.0",",0","60.9",",,,0","","","","","","","","","0",",,,0","24.40",",0","28.87",",,,0","19.93",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
